sale_code,items,prediction
584556,"['7896094208285', '7898087700110']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
584558,"['7896714231143', '7896222720863', '7891151034494']","['7891151030656', '7896253900913', '7896523200576', '1111111111111A', '7891317422028', '7898087700110', '7896663325115', '7891000107836', '78900776', '7896641813146', '7896658005121', '7908007905478', '7896112127390', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
584559,"['7896331706567', '7891800644470', '7898060099965', '7896224410670']","['7891800001747', '7898415822019', '7896138700515', '7898125712174', '7891040211524', '7891800364880', '7891800364958', '7891800000665', '7891800364798']"
584560,"['7897158700011', '7896070600447', '7891058020316', '1111111111111A', '7896004714578']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639', '7896422504478']"
584561,['7896222720863'],"['7896253900913', '7896523200576', '1111111111111A', '7891317422028', '7898087700110', '7896663325115', '7891000107836', '78900776', '7896641813146', '7896658005121', '7908007905478', '7896112127390']"
584562,['7896015511159'],"['7896641810695', '7891058002916', '7898148294121', '7896015518479']"
584565,"['7896422504454', '7891800364866']","['7898039564968', '7909690729426', '7891317002503', '7898039563732', '7891024174180', '7891010781668', '7891010036478']"
584566,['7896523216812'],[]
584567,['7896523216812'],[]
584573,['7895144603063'],"['7895144603087', '1111111111111A', '7896004769738']"
584576,"['7895296105040', '7894900010015', '7891010560812']","['7896306621123', '7891000249239', '7622300988517', '80761761', '78909434', '7896019611749', '7892840253745', '7896306612817', '7896306622366', '7891000107836', '7892840816438', '1111111111111A', '7891058002916', '7898087700110', '7891000062760', '7896004703398', '7896094910683', '7896094999985']"
584578,"['78922310', '7896658007941', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639']"
584579,"['7896112401322', '7896138700614', '7896094914087']","['7897512900811', '7898415822019', '7896015516970', '7896006201779', '7898157492501', '7896138700515', '7896641810244', '0000023384248', '7896714213736', '7891010504755', '7891463000378', '7898125712174', '7896523216461', '7891463001771', '7891463000347']"
584582,"['7896275300104', '7894900010015']","['7896306621123', '7891000249239', '7622300988517', '80761761', '78909434', '7896019611749', '7892840253745', '7896306612817', '7896306622366', '7891000107836', '7892840816438', '1111111111111A', '7891058002916', '7898087700110']"
584584,"['7896006214670', '7891058002916']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330']"
584587,['7896016807206'],"['7891025107910', '7891317004040', '7891106915182', '7898087700097', '78911246', '7500435127257']"
584597,"['7896138700614', '7891317415129']","['7897512900811', '7898415822019', '7896015516970', '7896006201779', '7898157492501', '7896138700515', '7896641810244', '0000023384248', '7896714213736', '7891010504755', '7891463000378', '7898125712174', '7896523216461', '7891463001771', '7891463000347']"
584603,['7896422519830'],"['7896671620127', '7896671630096']"
584607,"['7894900180503', '7622210564313']","['7898087700127', '7891000107836', '7622210564337', '7898916464091']"
584613,"['618231878499', '7898087700127', '602883464483', '7896311710300']","['7898087700110', '7898675804756', '7894900180503', '7896015592332', '7898087700097', '7896530723099']"
584615,"['7908007905478', '0000023384248']","['7898639690418', '7896222720863', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7898125712174', '7891800000641']"
584626,"['7891800364958', '7891317143046', '7898060099965']","['7891800001747', '7898415822019', '7896138700515', '7898125712174', '7891040211524', '7891800364880', '7891800000665', '7891800364798']"
584635,"['0000023384248', '7896112144816', '7896006217480']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
584640,"['7898994914600', '7896026170482']",['7891010015268']
584644,"['7896422516877', '7896094910683', '7896094921344']","['7895296105040', '7896641810695', '7891268187144', '0000023384248']"
584645,"['7896111988503', '7891317446963', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639']"
584646,['7896138700386'],"['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639']"
584647,"['7898087700127', '7896663325115']","['7896222720863', '7898087700110', '7898675804756', '7894900180503', '7896311710300', '7896015592332', '7898087700097', '7896530723099']"
584659,['7896422519830'],"['7896671620127', '7896671630096']"
584665,"['78939318', '7891008121728', '7897900312295']","['1111111111111A', '78912366', '78939301', '7896423420180', '7891000248768']"
584667,"['7896112147640', '78939301']","['7896094922105', '7891058002916', '78939318', '7896714213736']"
584670,"['7500435125406', '7890541601889', '7896523210070', '7896714213736', '7500435125390']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
584676,"['7896641803871', '7891058020316', '7896641808630', '7896422504478']",[]
584683,"['7892840808174', '7896094903289', '7896004712048']","['7898087700110', '7896094912977', '7896015511166', '7897512900811', '7896641810244', '7896641804465', '7896015518479', '7896094903104']"
584687,"['7896422507066', '7896094999992', '7891058020316', '7896422504478']",['7898125712174']
584694,"['7897595635143', '7896523227573', '7891317427542']","['7896714211978', '7896112149460', '7891058002657', '7891317127404', '7891058002916', '0000023384248', '78900806', '7896714231143', '7896006284369', '7891010986155']"
584699,['7896004703398'],"['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
584706,"['7898934595463', '7891000249239']","['78912366', '7894900010015', '7891000248768', '7896306619458']"
584730,"['7896004704654', '7891317009724', '7891058017507', '7891317427542']","['7891317422028', '7896714211978', '7896112149460', '7891058002657', '7891317127404', '7891058002916', '0000023384248']"
584737,"['7896714213736', '7891317120863', '7896422515535']","['0000023384248', '7891721201783', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '7898087700110', '7898959897238']"
584742,"['7891317013158', '7622300988517']","['7891000405703', '1111111111111A', '7894900010015', '7622300988470', '7891000079393', '7896523210797']"
584744,"['7896306612817', '7894900010015']","['7896306621123', '7891000249239', '7622300988517', '80761761', '78909434', '7896019611749', '7892840253745', '7896306622366', '7891000107836', '7892840816438', '1111111111111A', '7891058002916', '7898087700110']"
584745,"['7891010504779', '7898415822019', '7891010032937', '7896902212565', '7896512921369', '7896331703443', '7896006207306', '7895098874687', '7896212422517', '8411061822814', '7896658001666', '7896523202822', '7891800364880', '7898430192920', '7896094921979', '7896094909182', '7896015560300', '7896422504386', '7896023732935', '7891058021931']","['7896004812168', '7891058002916', '7898060099965', '7891800000665', '0000023384248', '7896472513284', '7896714207551', '7896023706080', '7896523200576', '7896006234067', '7896138700614', '7896138700386', '7891463000347']"
584751,['7898087700127'],"['7898087700110', '7898675804756', '7894900180503', '7896311710300', '7896015592332', '7898087700097', '7896530723099']"
584753,"['7896112401520', '7898687732559', '7899706181754', '7898919865390', '7896311709083', '7896714213736']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
584755,"['7791969016005', '7894900180503', '4005900449559']","['7898087700127', '7891000107836']"
584757,"['7891000405703', '7896423481853', '7622300988517']","['1111111111111A', '7894900010015', '7622300988470', '7891000079393', '7896523210797', '7896311769315', '7891058002916', '7891000248768']"
584774,"['7897337702089', '7895296105040', '7896658030437']","['7891000062760', '7896004703398', '7896094910683', '7896094999985']"
584776,"['0000023384248', '7891106003230']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
584781,"['7896014140480', '7896015591106', '7898100240777', '7896714213736']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
584783,"['7896714231143', '7896422507066', '0000023384248', '7896094921344']","['7898125712174', '7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7891800000641']"
584784,"['78939318', '7891000107836', '1100']","['78912359', '7894900180503', '7896222720863', '1111111111111A', '7894900010015', '7896423470697', '7891000248768', '78912366', '78939301', '7896423420180', '7891008121728']"
584791,['7891721201806'],"['7891058002916', '7896023702105']"
584793,"['7896714231143', '7896262304351']","['7891151034494', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116', '7891317422028']"
584794,"['7896658027208', '0000023384248', '7897595900708']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
584797,"['7895144297460', '7896222720863', '7898681350032', '7892840255046', '7898100240777', '7898950400123', '7894900010015']","['7898968780002', '7891268187144', '7896306621123', '7891000249239', '7622300988517', '80761761', '78909434', '7896019611749', '7892840253745', '7896306612817', '7896306622366', '7891000107836', '7892840816438', '1111111111111A', '7891058002916', '7898087700110', '7896253900913', '7896523200576', '7891317422028', '7896663325115', '78900776', '7896641813146', '7896658005121', '7908007905478', '7896112127390']"
584803,"['7896222720863', '7898927111311']","['7896253900913', '7896523200576', '1111111111111A', '7891317422028', '7898087700110', '7896663325115', '7891000107836', '78900776', '7896641813146', '7896658005121', '7908007905478', '7896112127390']"
584807,"['4005808257584', '7898198860024', '7891800364873', '7896714213736', '7896094921405']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
584809,['7896714213736'],"['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
584812,"['78911222', '7898049796830']",['7891058002916']
584813,['7891058017507'],['7891317422028']
584820,['7896641810244'],"['7896138700515', '7896094912472', '7896094912298', '7891058002916', '7898959897238', '7898087700110', '7891268187144', '7896094903289', '7896023733765', '7896094903104', '7896138700614', '7898039566290', '7896007540259']"
584835,"['7896422507066', '7891058002916']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330', '7898125712174']"
584839,"['7891317001636', '7891317422028', '7896714213736']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '0000023384248', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544', '7891317120863', '7891317101961', '7896663301317', '7891268187144', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614']"
584846,['7898959897238'],"['7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '1111111111111A', '7896138700386', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221']"
584848,['7891317477592'],[]
584854,"['0000023384248', '7896714213736', '7891317127428']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '7898087700110', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896112181729', '7896112144816', '7899547506839', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7897780200323', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7891317427542', '7896007550890', '7896714219318', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
584864,"['7896641810695', '7891058019679']","['7896015511159', '7896111995341', '7897512900811', '7891058002916', '7891317422028', '0000023384248', '7896004703398', '7896714213736', '7896094912977', '7896094910683']"
584866,['7896523216812'],[]
584869,"['7896699022002', '7896006281764', '7896714213736', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639', '7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248']"
584874,['7896016807206'],"['7891025107910', '7891317004040', '7891106915182', '7898087700097', '78911246', '7500435127257']"
584891,"['78939318', '7891010870744', '7896423470697', '00800976', '7897517937041', '7896094922105', '78939301', '7896699030335']","['7891800341997', '7898125712174', '7891000107836', '78912366', '7896423420180', '7891008121728', '7891000248768', '7891058002916', '7896714213736']"
584893,['7891317427542'],"['7896714211978', '7896112149460', '7891058002657', '7891317127404', '7891058002916', '0000023384248']"
584898,"['7891137003643', '7897799808954', '7896181907176', '7898959897238', '7897322709376', '7891010560812', '4001638081863']","['7896138700515', '7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '1111111111111A', '7896138700386', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221']"
584906,"['7500435106658', '7891000097649', '7908103718255', '7898959897238', '7622210641939', '7896006228530', '7896016800917']","['7896512945136', '7896014140459', '7896663327904', '7896015530006', '7896046383015', '7898087700110', '7509546666426', '7896512921789', '7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '1111111111111A', '7896138700386', '7898039564975', '7896004769660', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221']"
584926,"['7896094210080', '7891800648751', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639']"
584937,"['7898087700097', '7896423470697', '7891000107836', '7896423469820', '7898087700110']","['7898087700127', '7896016807206', '7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174', '78912359', '7894900180503', '7891000248768']"
584939,"['7896044998730', '7896227800799', '7896658014321', '3504105035938', '78904231', '048675991056', '7898947387208']","['7896085111006', '78900806']"
584948,"['7896112101352', '7896369163813', '7891058002916', '7893300521145', '7896023791697']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330']"
584954,"['7896523202822', '7896094910683']","['7895296105040', '7896641810695', '7891268187144', '0000023384248', '7896015560300', '7896472513284']"
584959,"['7896658003561', '7896658005145', '7896658015380', '7891317450359']","['7891317422028', '7896714213736']"
584960,"['7896714213736', '7896004709031']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
584962,"['7898430192937', '7896226108926', '7898146823026', '7898916464022', '7896004708942', '7896112116554', '7891317427542']","['7896714211978', '7896112149460', '7891058002657', '7891317127404', '7891058002916', '0000023384248']"
584965,['7891317422028'],"['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
584970,"['7896306616068', '7896306619496', '78910041', '7898087700110']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
584975,"['7898687730500', '7891317412548']","['1111111111111A', '7898039566290']"
584977,"['7898687730500', '1111111111111A', '7891317412548']","['7622300988517', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639', '7898039566290']"
584979,['7898994914600'],['7891010015268']
584980,"['7891008121728', '78939301']","['1111111111111A', '78939318', '7896094922105', '7891058002916', '7896714213736']"
584983,"['7899547506839', '7891010986155', '736532573964']","['7896006284369', '7896523227573', '0000023384248', '7896888500120']"
584999,"['7891317001636', '7891317422028']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
585012,['1234564A'],[]
585016,"['7896523202822', '7896094903289']","['7896094912977', '7896015511166', '7897512900811', '7896641810244', '7896641804465', '7896015518479', '7896094903104', '7896015560300', '0000023384248', '7896472513284']"
585018,['7896641810244'],"['7896138700515', '7896094912472', '7896094912298', '7891058002916', '7898959897238', '7898087700110', '7891268187144', '7896094903289', '7896023733765', '7896094903104', '7896138700614', '7898039566290', '7896007540259']"
585023,"['78938793', '7891268400014', '78938830']","['78938823', '78938878', '78938816', '7897517903916', '7891000460207']"
585025,"['7896523200576', '7897076906786', '7898647922266']","['1111111111111A', '7891317422028', '0000023384248', '7896714213736', '7896222720863', '7897780203126', '7896004713342', '7891010246952', '7896023732935', '7896523216447', '7896006207290', '78906884', '7898716450331', '7896006229964']"
585026,"['7895144892825', '7622210696922', '7898916464091', '7622210564313']","['7622210564337', '7898916464176', '78938816']"
585027,['7898087700097'],"['7898087700127', '7898087700110', '7896016807206']"
585033,"['7896436906459', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639']"
585034,"['78939318', '7896422515344']","['78912366', '78939301', '7896423420180', '7891008121728', '7891000248768']"
585042,"['7896714231143', '7895144293080', '7898040325237', '7898941911973']","['7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
585046,"['7898916464213', '7896331703443']","['7896212422517', '7896004812168']"
585053,"['7896000705952', '7897042012473', '7891150037618', '7891150037472', '7891150054462', '7891058002916', '7896422515535']","['0000023384248', '7891721201783', '7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330']"
585055,['7891317422028'],"['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
585058,['7894900180503'],"['7898087700127', '7891000107836']"
585060,"['7896006216797', '7896015511166', '1111111111111A', '7896023756849']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639', '7896094903289', '7896094903104', '7896094912298', '7891268187144']"
585061,"['7896070601772', '7908007905478', '7896138700515', '7893093083608', '7891000107836', '7897572006348', '7896641815027', '7896112401278', '7896094209695']","['7898639690418', '7896222720863', '0000023384248', '7891317422028', '7896641810244', '7898060099965', '7897322709376', '7891463000408', '7896138700614', '7896094211025', '78912359', '7894900180503', '1111111111111A', '7894900010015', '7896423470697', '7891000248768']"
585069,"['7896290401459', '78939301']","['7896094922105', '7891058002916', '78939318', '7896714213736']"
585072,['7895144603223'],[]
585077,"['7896094922334', '7509546665986', '7891150068735', '7896004715803', '7896015518479', '7897517903077', '7896714214498', '7896224410632', '7896094921979', '7896004704692', '7896094903289', '7896714207551', '7791293038261']","['0000023384248', '7896714213736', '7898087700110', '7891058002961', '7896094903104', '7896094912977', '7896015511166', '7897512900811', '7896641810244', '7896641804465', '7896015511159']"
585079,"['7896422519830', '7891317422028']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544', '7896671620127', '7896671630096']"
585080,"['7896658027796', '7891010245450', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
585083,"['7898087700097', '7898087700110']","['7898087700127', '7896016807206', '7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
585092,"['7896138700515', '7896422519830', '7891800364866', '7891800002812', '7898060099965']","['7891800001747', '7898415822019', '7898125712174', '7891040211524', '7891800364880', '7891800364958', '7891800000665', '7891800364798', '7891317422028', '7896641810244', '7897322709376', '7891463000408', '7896138700614', '7896094211025', '7896671620127', '7896671630096']"
585095,"['7898148291298', '7891000000896', '7896112126225', '7891058020316', '7896422522663']",['7896422504478']
585102,['1220000290068'],['7898959897238']
585103,['7891721201806'],"['7891058002916', '7896023702105']"
585116,"['7891035912801', '7898087700127']","['7898087700110', '7898675804756', '7894900180503', '7896311710300', '7896015592332', '7898087700097', '7896530723099']"
