sale_code,items,prediction
579660,['7896004703398'],"['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
579666,"['7896004710471', '7896004733234', '7896004733241', '7891317450359']","['7891317422028', '7896714213736']"
579667,['7898087700127'],"['7898087700110', '7898675804756', '7894900180503', '7896311710300', '7896015592332', '7898087700097', '7896530723099']"
579668,['7895800304211'],['7898087700110']
579673,"['7896306623202', '7891037744509', '7896306619458', '7898157492501', '7896311768332', '7891000249239', '7891024136409', '7891000248768']","['7897512900811', '7896138700614', '7896311710348', '7896423420180', '7896423470994', '7896423481853', '7891000107836', '78939318', '78912366', '7894900010015']"
579675,"['7891106006507', '7896094208278', '7896016807206', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639', '7891025107910', '7891317004040', '7891106915182', '7898087700097', '78911246', '7500435127257']"
579686,"['070942304733', '3337875543248', '7898087700110', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639', '7891000460207', '7896094912977', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7896512921789', '7892840808174']"
579696,"['7895296445863', '7898665432495', '7896015521646', '7896004703398', '7898957039296']","['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
579699,"['7896931614910', '7891000460207', '7898185414247', '7896019611749', '7894900010015']","['7896306621123', '7891000249239', '7622300988517', '80761761', '78909434', '7892840253745', '7896306612817', '7896306622366', '7891000107836', '7892840816438', '1111111111111A', '7891058002916', '7898087700110', '7891317422028', '78938793', '7891000251133', '7891000118580']"
579706,['7894900180503'],"['7898087700127', '7891000107836']"
579708,"['7897799802464', '4005808631322']",['7898087700110']
579716,"['7896311709526', '7898959897238']","['7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '1111111111111A', '7896138700386', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221']"
579719,"['7896023733765', '7896004703398', '7891010974930']","['7896714275208', '7896641810244', '7896422505741', '7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
579724,"['7896714211978', '7896094999978', '7896422504744', '7896094921979', '7896213306755', '7891317427542']","['7896112149460', '7891058002657', '7891317127404', '7891058002916', '0000023384248', '7896714207551']"
579740,"['7896641810695', '7896026120012']","['7896015511159', '7896111995341', '7897512900811', '7891058002916', '7891317422028', '0000023384248', '7896004703398', '7896714213736', '7896094912977', '7896094910683']"
579741,['7891058002916'],"['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330']"
579747,"['7896512909794', '7898087700110']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
579754,"['7896023728761', '7891317421854', '7898959897238']","['7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '1111111111111A', '7896138700386', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221']"
579772,['7891000062661'],[]
579789,"['7891463000347', '7898415822019', '7896138700614', '7898959897238', '7896138700386']","['7898932370734', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639', '7897512900811', '7896015516970', '7896006201779', '7898157492501', '7896138700515', '7896641810244', '0000023384248', '7896714213736', '7891010504755', '7898125712174', '7896523216461', '7891463001771', '7891010249908', '7891317120863', '1220000290068', '7897572001923', '7891010032906', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221', '7898060099965']"
579791,"['7891317001636', '7896085111006']","['7891317422028', '7896714213736', '7896004715049', '7896658014321']"
579809,"['78907355', '7791293033235', '4005900122186', '7891150013919', '78912359', '7897211100406']","['78912366', '7896311769315', '1111111111111A', '7891000107836', '7891000248829']"
579811,"['7895296105040', '7891000062760', '8411061722800', '7896422504744', '7898919411900']","['7896004703398', '7896094910683', '7896094999985']"
579812,['7896213306076'],['7896004703398']
579827,"['736532199621', '7891106907118', '7897572020023', '618231943777', '602883464483', '7896181921653', '7896110011141']","['7896110011158', '7896714274799', '7622300847753']"
579828,"['7893736010053', '7898087700110']","['7896004703398', '0000023384248', '7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
579831,"['7895800304235', '7898087700110', '7791293032481']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
579840,['1111111111111A'],"['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
579843,"['7898146826768', '7891721201806', '7891106001946']","['7891058002916', '7896023702105']"
579849,['7908007905478'],"['7898639690418', '7896222720863', '0000023384248']"
579872,"['7896112422136', '7896982901236', '735201081038', '7898687730500']","['1111111111111A', '7898039566290', '7891317412548']"
579877,['7896138700515'],"['7891317422028', '7896641810244', '7898060099965', '7897322709376', '7891463000408', '7896138700614', '7896094211025']"
579880,"['736532199614', '7898087700110', '7898593050488']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
579882,"['7896714231143', '7895296105040', '7896641810244', '7891721014130', '7896094910546', '7896262304351']","['7896138700515', '7896094912472', '7896094912298', '7891058002916', '7898959897238', '7898087700110', '7891268187144', '7896094903289', '7896023733765', '7896094903104', '7896138700614', '7898039566290', '7896007540259', '7891151034494', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116', '7891000062760', '7896004703398', '7896094910683', '7896094999985', '7891317422028']"
579883,"['7891268400212', '7896070600799', '7891317008406', '7891317422028']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
579884,['7891010504755'],"['7897780200323', '7891800002829', '7898661681002', '7891800364798', '0000023384248', '7896138700614', '7898125712174', '7891800000641']"
579890,"['7898994914600', '7791293022567', '7791293022581']",['7891010015268']
579891,['7898060099965'],"['7891800001747', '7898415822019', '7896138700515', '7898125712174', '7891040211524', '7891800364880', '7891800364958', '7891800000665', '7891800364798']"
579892,['7891000062661'],[]
579900,['7908007905478'],"['7898639690418', '7896222720863', '0000023384248']"
579906,"['7896015511166', '7896094912298']","['7896094903289', '7896094903104', '7898087700110', '7896094912977', '7896641810244', '7891268187144', '7896006216797']"
579908,"['7896311769315', '7896423481853', '78939363']","['78912359', '7891058002916', '7891000248768']"
579914,['7896714207551'],"['7896094921979', '0000023384248', '7896714213736', '7898087700110', '7891058002961']"
579918,"['7896112101352', '7896422506236', '7897512900811']","['7896138700614', '7896523227375', '7896641810695', '7897900310963', '7898681350339', '7896094903289', '7898157492501', '7897512902013', '7896714265933']"
